Itemid,SeoText,ManufacturerID,ManufacturerName,ProductName,Description,Invoice,Feature,Images,Popularity
255030,UMF-Medical-8545,8545,UMF Medical,BASKET,Bassinet Basket Model No SS8528 Bassinet,BASKET,,,
255031,UMF-Medical-8546,8546,UMF Medical,"MATTRESS, BASSINET",Bassinet Mattress 13 X 26 X 1-1/2 Inch,"MATTRESS, BASSINET",,,
499742,UMF-Medical-505,505,UMF Medical,"LOCK, SINGLE DRAWER","Drawer Lock Modular, Treatment And Storage Cabinets","LOCK, SINGLE DRAWER",,,
635126,UMF-Medical-507,507,UMF Medical,"KEY LOCK, F/SS7781 LOCK CODE C116 & C064A (2/PK)","Key Lock SS7781 Lock Code C116, C064A","KEY LOCK, F/SS7781 LOCK CODE C116 & C064A (2/PK)",,,
962594,UMF-Medical-SS7834,SS7834,UMF Medical,"CABINET, INSTR S/STL 5SHLF ADJ2DOORS HINGED GLASS",Storage Cabinet 20 Gauge Steel 5 Shelves T Handle Lock,"CABINET, INSTR S/STL 5SHLF ADJ2DOORS HINGED GLASS",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/962594_left.jpg,
670378,UMF-Medical-33,33,UMF Medical,"TABLE, FOLD-AWAY F/8677 & 8678CHAIR",Fold Away Table,"TABLE, FOLD-AWAY F/8677 & 8678CHAIR",,,
1207161,UMF-Medical-230,230,UMF Medical,"RAIL, ARM SELF LEVELING ACCESSORY F/PROCEDURE CHAIR",Arm Rail for Procedure Chair UMF Procedure Chair,"RAIL, ARM SELF LEVELING ACCESSORY F/PROCEDURE CHAIR",,,
1207160,UMF-Medical-239,239,UMF Medical,"ARM BOARD PACKAGE, F/PROCEDURECHAIR ARTICULATING",Arm Board Package UMF Medical Procedure Chair,"ARM BOARD PACKAGE, F/PROCEDURECHAIR ARTICULATING",,,
1241179,UMF-Medical-3002-500-300,3002-500-300,UMF Medical,"CHAIR, EXAM FUSION ONE WHEELBASE PNEU BACKREST 500LB CAP",Exam Chair Fusion One,"CHAIR, EXAM FUSION ONE WHEELBASE PNEU BACKREST 500LB CAP",,,1
1242037,UMF-Medical-3002-500-105,3002-500-105,UMF Medical,"TABLE, EXAM POWER FUSION1 PNEUHI-LOW BCKRST&PREM UPHOLSTERY",Power Exam Table FusionONE Electric 500 lbs.,"TABLE, EXAM POWER FUSION1 PNEUHI-LOW BCKRST&PREM UPHOLSTERY",,,1
499792,UMF-Medical-SS8342,SS8342,UMF Medical,"IV STAND, S/S 4HOOK HAND WHEEL","IV Stand Floor Stand 4-Hook 5 Caster, 2 Inch Swivel","IV STAND, S/S 4HOOK HAND WHEEL",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/499792_front.jpg,
473250,UMF-Medical-SS8343,SS8343,UMF Medical,"IV POLE, W/HAND WHEEL 2 HOOK","IV Stand Floor Stand 2-Hook 5 Caster, 2 Inch Swivel","IV POLE, W/HAND WHEEL 2 HOOK",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/473250_front.jpg,
498652,UMF-Medical-SS8310,SS8310,UMF Medical,"MAYO STAND, W/FOOT PEDAL 13X19",Mayo Instrument Stand Mayo Tray U-Shaped Base 38.5 - 58.5 Inch 19 Inch,"MAYO STAND, W/FOOT PEDAL 13X19",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/498652_right.jpg,1
254976,UMF-Medical-SS8311,SS8311,UMF Medical,STAND MAYO SS LKG FT PEDL/TRAY,Mayo Instrument Stand Mayo Tray U-Shaped Base 38.25 - 63.875 Inch 21 Inch,STAND MAYO SS LKG FT PEDL/TRAY,,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/254976_right.jpg,
688761,UMF-Medical-SS8018,SS8018,UMF Medical,"TABLE, INSTRUMENT S/S 16""X20"" W/SHELF",Instrument Table 12 X 20 X 34 Inch Stainless Steel,"TABLE, INSTRUMENT S/S 16""X20"" W/SHELF",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/688761_right.jpg,
888504,UMF-Medical-SS8350,SS8350,UMF Medical,BUCKET KICK SS W/CARRIER,Kick Bucket UMFmedical™ 13 Quart Silver / Black,BUCKET KICK SS W/CARRIER,,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/888504_front.jpg,
1197178,UMF-Medical-SS8345,SS8345,UMF Medical,"IV POLE, F/INFUSION PUMP LOW CTR OF GRAVITY S/STL 2HOOKS","IV Pole Low Center of Gravity UMFMedical® 2-Hook 4-Legs, 3 Inch Caster, 22-1/2 Inch Base","IV POLE, F/INFUSION PUMP LOW CTR OF GRAVITY S/STL 2HOOKS",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1197178_front.jpg,
954872,UMF-Medical-4070-650-200B,4070-650-200B,UMF Medical,"TABLE, EXAM HI LO&MANL BCKRESTW/FT CONT 650LB CAP BASE",Power Exam Table Power 200 Series Power,"TABLE, EXAM HI LO&MANL BCKRESTW/FT CONT 650LB CAP BASE",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/954872_left.jpg,2
888352,UMF-Medical-5900,5900,UMF Medical,TABLE EXAM PED W/DIG SCALE,Pediatric Examination Table,TABLE EXAM PED W/DIG SCALE,,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/888352_left.jpg,
954852,UMF-Medical-4040-650-200B,4040-650-200B,UMF Medical,"TABLE, EXAM HI LO & PWR BCKREST W/FT CONT 650LB CAP BASE ONL",Power Exam Table Power 200 Plus Series Power,"TABLE, EXAM HI LO & PWR BCKREST W/FT CONT 650LB CAP BASE ONL",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/954852_left.jpg,
1045664,UMF-Medical-4010-650-100B,4010-650-100B,UMF Medical,"CHAIR, PROC PWR HND CONT ADJ HEADREST REMVB TOP BASE ONLY",Power Procedure Chair Power 4010 Electric,"CHAIR, PROC PWR HND CONT ADJ HEADREST REMVB TOP BASE ONLY",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045664_left.jpg,
1045671,UMF-Medical-4010-650-200B,4010-650-200B,UMF Medical,"CHAIR, PROC PWR BASE ONLY ORDER TOP SEPARATELY",Procedure Chair Power 4010 Power,"CHAIR, PROC PWR BASE ONLY ORDER TOP SEPARATELY",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045671_left.jpg,
1045678,UMF-Medical-4010-650-300B,4010-650-300B,UMF Medical,"CHAIR, PROC PWR HND CONT ADJ HEADREST REMVB TOP BASE ONLY",Procedure Chair proGlide 4010 Power,"CHAIR, PROC PWR HND CONT ADJ HEADREST REMVB TOP BASE ONLY",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045678_left.jpg,
1045662,UMF-Medical-4010-650-100,4010-650-100,UMF Medical,"CHAIR, PROC PWR W/HND CNTRL/ADJ HEADREST/REMVB TOP ONYX",Power Procedure Chair Power 4010 Electric,"CHAIR, PROC PWR W/HND CNTRL/ADJ HEADREST/REMVB TOP ONYX",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045662_left.jpg,1
1038422,UMF-Medical-4010-650-300,4010-650-300,UMF Medical,"CHAIR, PROC PWR HND CONT ADJ HEAD REST REMVB TOP",Procedure Chair proGlide 4010 Power,"CHAIR, PROC PWR HND CONT ADJ HEAD REST REMVB TOP",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1038422_left.jpg,1
1045692,UMF-Medical-4011-650-200B,4011-650-200B,UMF Medical,"CHAIR, PROC PWR W/HND/FT CNTRL/REMVBL TOP",Power Procedure Chair Power 4011P Power,"CHAIR, PROC PWR W/HND/FT CNTRL/REMVBL TOP",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045692_left.jpg,
1045685,UMF-Medical-4011-650-100B,4011-650-100B,UMF Medical,"TABLE, PROC PWR UNIV BASE",Power Procedure Chair Power 4011 Power,"TABLE, PROC PWR UNIV BASE",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045685_left.jpg,
1045699,UMF-Medical-4011-650-300B,4011-650-300B,UMF Medical,"CHAIR, PROC PRO GLIDE W/PWR HND/FT CNTRL",Procedure Chair proGlide 4011 Power,"CHAIR, PROC PRO GLIDE W/PWR HND/FT CNTRL",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045699_left.jpg,
1045706,UMF-Medical-5016-650-100B,5016-650-100B,UMF Medical,"CHAIR, PODIATRY PWR W/HND CNTRL HI-LO",Procedure Chair Power 5016 18-1/2 to 37 Inch Seat Height Steel River Rock,"CHAIR, PODIATRY PWR W/HND CNTRL HI-LO",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045706_left.jpg,
1045683,UMF-Medical-4011-650-100,4011-650-100,UMF Medical,"TABLE, PROC PWR UNIV ONYX",Power Procedure Chair Power 4011 Power,"TABLE, PROC PWR UNIV ONYX",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045683_left.jpg,1
1045713,UMF-Medical-5016-650-200B,5016-650-200B,UMF Medical,"CHAIR, PODIATRY PWR W/HND CNTRL ADA ACCESS OUTLET BASE",Power Podiatry Chair Power5016P Series 18-1/2 to 37 Inch Seat Height River Rock,"CHAIR, PODIATRY PWR W/HND CNTRL ADA ACCESS OUTLET BASE",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045713_left.jpg,
954881,UMF-Medical-4070-650-300B,4070-650-300B,UMF Medical,"TABLE, EXAM HI LO&MANL BCKRESTW/FT CONT 650LB CAP BASE ONLY",Power Exam Table proGlide 300 Series Power,"TABLE, EXAM HI LO&MANL BCKRESTW/FT CONT 650LB CAP BASE ONLY",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/954881_left.jpg,
1045720,UMF-Medical-5016-650-300B,5016-650-300B,UMF Medical,"CHAIR, PODIATRY PWR W/HND/FT CNTRL BASE",Power Podiatry Chair Proglide5016 Series 18-1/2 to 37 Inch Seat Height River Rock,"CHAIR, PODIATRY PWR W/HND/FT CNTRL BASE",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1045720_left.jpg,
954861,UMF-Medical-4040-650-300B,4040-650-300B,UMF Medical,"TABLE, EXAM HI LO & PWR BCKREST W/FT CONT 650LB CAP BASE ONL",Power Exam Table proGlide 300 Plus Series Power,"TABLE, EXAM HI LO & PWR BCKREST W/FT CONT 650LB CAP BASE ONL",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/954861_left.jpg,
500500,UMF-Medical-SS8370,SS8370,UMF Medical,"STOOL, 2STEP FOOT S/S 25""X16""X18""",Step Stool UMFmedical™ 2 Steps Stainless Steel Frame 15-5/8 Inch Step Height,"STOOL, 2STEP FOOT S/S 25""X16""X18""",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/500500_left.jpg,
767052,UMF-Medical-SS8376,SS8376,UMF Medical,"STOOL, 1 STEP SS 14""WX7 5/8""HX10""D",Step Stool 1 Step Steel,"STOOL, 1 STEP SS 14""WX7 5/8""HX10""D",,,
480012,UMF-Medical-SS8372,SS8372,UMF Medical,"STOOL, STEP 30""WX12""DX8'H SS",Step Stool UMFmedical™ 1 Step Stainless Steel Frame 7-3/4 Inch Step Height,"STOOL, STEP 30""WX12""DX8'H SS",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/480012_left.jpg,4
254982,UMF-Medical-SS8374,SS8374,UMF Medical,"STOOL FOOT 1-STEP 18'X7 5/8""X12""",Step Stool UMFmedical™ 1 Step Stainless Steel Frame 7-3/4 Inch Step Height,"STOOL FOOT 1-STEP 18'X7 5/8""X12""",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/254982_left.jpg,1
1049975,UMF-Medical-SS8380,SS8380,UMF Medical,"STOOL, FT STACKABLE S/STL 18""X6""X12""",Step Stool UMFmedical™ Stackable 1 Step Stainless Steel Frame 6 Inch Step Height,"STOOL, FT STACKABLE S/STL 18""X6""X12""",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1049975_right.jpg,
702986,UMF-Medical-112,112,UMF Medical,"CASTER, 2"" BALL BEARING SWIVEL(4/ST)",Swivel Caster Stainless Steel Stools,"CASTER, 2"" BALL BEARING SWIVEL(4/ST)",,,
1227934,UMF-Medical-150,150,UMF Medical,"GLIDE, STOOL FIELD INSTALLED F/6000 SERIES (5/ST)",Field Installable Stool Glides 6000 Series 6000 Series Exam Stool,"GLIDE, STOOL FIELD INSTALLED F/6000 SERIES (5/ST)",,,
649930,UMF-Medical-SS6700,SS6700,UMF Medical,"STOOL, REVOLVING W/BCK FT RNG","Exam Stool Backrest, Stainless Steel Spin Lift Screw Adjustment","STOOL, REVOLVING W/BCK FT RNG",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/649930_left.jpg,
849754,UMF-Medical-SS6701,SS6701,UMF Medical,"STOOL, EXAM REVOLVING S/STL 4LEG RING FT RST 25""-3",Exam Stool Backless Threaded Stem Height Adjustment,"STOOL, EXAM REVOLVING S/STL 4LEG RING FT RST 25""-3",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/849754_left.jpg,
713570,UMF-Medical-SS6704,SS6704,UMF Medical,"STOOL, REVOLVING SEAT S/STL W/ADJ HEIGHT",Exam Stool Backless Spin Lift Screw Adjustment,"STOOL, REVOLVING SEAT S/STL W/ADJ HEIGHT",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/713570_left.jpg,
1026645,UMF-Medical-42,42,UMF Medical,"ARM, PT ASSIST F/HI LOW CHAIR BLK",Patient Assist Armrests/Safety Rails,"ARM, PT ASSIST F/HI LOW CHAIR BLK",,,2
1048594,UMF-Medical-122,122,UMF Medical,"WHEEL, F/STOOL EXAM (4/ST)","Swivel Locking Casters 2 Inch, Set of 4","WHEEL, F/STOOL EXAM (4/ST)",,,
786538,UMF-Medical-143,143,UMF Medical,"CASTER, EASY GLIDE LOCK",Easy-Glide Locking Casters,"CASTER, EASY GLIDE LOCK",,,
926814,UMF-Medical-350,350,UMF Medical,PELVIC TILT F/EXAM TABLE,Exam Table Pelvic Tilt For Exam Table,PELVIC TILT F/EXAM TABLE,,,
1209366,UMF-Medical-465,465,UMF Medical,"PLATE, MOUNTING FRNT F/WELCH ALLYN LIGHT BRACKET",Mounting Plate Welch Allyn Light Bracket,"PLATE, MOUNTING FRNT F/WELCH ALLYN LIGHT BRACKET",,,
1229119,UMF-Medical-468,468,UMF Medical,"PLATE, MOUNTING F/WELCH ALLYN EXAM LIGHT PT LT",Exam Light Mounting Plate For Exam Light,"PLATE, MOUNTING F/WELCH ALLYN EXAM LIGHT PT LT",,,
786351,UMF-Medical-480,480,UMF Medical,"TIPS, RUBBER",Table Rubber Crutch Tips For Instrument Table,"TIPS, RUBBER",,,
1212434,UMF-Medical-582,582,UMF Medical,"CONTROL, HAND SIMULTANEOUS W/FT CNTRL F/MODEL 3502 & 3503",Hand Control 3502 & 3503 Models,"CONTROL, HAND SIMULTANEOUS W/FT CNTRL F/MODEL 3502 & 3503",,,
1173324,UMF-Medical-585,585,UMF Medical,"ARMREST, EXAM CHAIR 3001/3002/3003",Armrest For Chair,"ARMREST, EXAM CHAIR 3001/3002/3003",,,4
1173332,UMF-Medical-585,585,UMF Medical,"ARMREST, EXAM CHAIR 3001/3002/3003 (2/PR)",Armrest For Chair,"ARMREST, EXAM CHAIR 3001/3002/3003 (2/PR)",,,2
1173330,UMF-Medical-591,591,UMF Medical,"ADAPTER, LIGHT BRACKET F/WA 48955 TABLE/WALL MOUNT",Adapter For Light Bracket,"ADAPTER, LIGHT BRACKET F/WA 48955 TABLE/WALL MOUNT",,,
1173329,UMF-Medical-590,590,UMF Medical,"ADAPTER, LIGHT BRACKET F/WA TABLE/WALL MOUNT",Adapter For Light Bracket,"ADAPTER, LIGHT BRACKET F/WA TABLE/WALL MOUNT",,,2
547674,UMF-Medical-820,820,UMF Medical,"PAN DRAINAGE, S/S",Drain Pan 5240 Signature Series Exam Table,"PAN DRAINAGE, S/S",,,1
987550,UMF-Medical-870,870,UMF Medical,"WARMER, DRAWER FACTORY INSTALL110V","Table Warmer Drawer For 4040-650-100, 4040-650-200 Power Table","WARMER, DRAWER FACTORY INSTALL110V",,,
728876,UMF-Medical-851,851,UMF Medical,"WARMER, DRAWER F5240 EXAM TABLE",Table Warmer Drawer 5240 Signature Series Exam Table,"WARMER, DRAWER F5240 EXAM TABLE",,,1
950408,UMF-Medical-SS8096,SS8096,UMF Medical,TABLE UTILITY 20X34X16 SS,Utility Table 16 X 20 X 34 Inch Stainless Steel 4 Sided Top Rail,TABLE UTILITY 20X34X16 SS,,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/950408_left.jpg,
787295,UMF-Medical-852,852,UMF Medical,"OUTLET, HOSPITAL GRADE F/POWERTABLE",Exam Table Hospital Grade Receptacle For Exam Table,"OUTLET, HOSPITAL GRADE F/POWERTABLE",,,
1191873,UMF-Medical-1473R,1473R,UMF Medical,"RECEPTACLE, WASTE STEP-ON EPOXY RED 6GL",Medical Waste Receptacle 6 gal. Round Red Steel Step On,"RECEPTACLE, WASTE STEP-ON EPOXY RED 6GL",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1191873_left.jpg,
1233588,UMF-Medical-SS1475,SS1475,UMF Medical,"RECEPTACLE, WASTE S/STL STEP-ON 12GL 23 1/2""X13""X14""",Trash Can UMF Medical™ 48 Quart Rectangular Silver Stainless Steel Step On,"RECEPTACLE, WASTE S/STL STEP-ON 12GL 23 1/2""X13""X14""",,,
528080,United-Products-Instruments-L-VM2000,L-VM2000,United Products & Instruments,"VORTEX MIXER, PALTFORM",Vortex Mixer Unico®,"VORTEX MIXER, PALTFORM",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/UNICOI_528080.jpg,11
719250,United-Products-Instruments-S-90-302P-500,S-90-302P-500,United Products & Instruments,"CUVETTE, PATH F/SPECTROPHOTOMETER 10MM (500/CS)","Unico® 1000 Series Cuvette 45 X 10 mm, 3.5 mL, Plain, Polystyrene, Square Flat Bottom, Without Closure For UNICO 1000 Series Spectrophotometer","CUVETTE, PATH F/SPECTROPHOTOMETER 10MM (500/CS)",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/719250.jpg,
1138098,United-Products-Instruments-G500-8041,G500-8041,United Products & Instruments,"SLIDER, F/MICROSCOPE DARKFIELDPOWER OBJECTIVE 4X-40X",Darkfield Slider Unico For G500 Series Microscope,"SLIDER, F/MICROSCOPE DARKFIELDPOWER OBJECTIVE 4X-40X",,,
1135093,United-Products-Instruments-G500-8032-1,G500-8032-1,United Products & Instruments,"SLIDER, ANNULUS PHASE F/20X/10PLAN PHASE D/S",Phase Annulus Slider Unico G500 Series For use with 20X / 100X Plan Phase for G500 Series Microscope,"SLIDER, ANNULUS PHASE F/20X/10PLAN PHASE D/S",,,
1135086,United-Products-Instruments-G500-8031-1,G500-8031-1,United Products & Instruments,"SLIDER, ANNULUS PHASE W/10X/40X PLAN PHASE SET D/S",Phase Annulus Slider Unico G500 Series For use with 10X / 40X Plan Phase Set for G500 Series Microscope,"SLIDER, ANNULUS PHASE W/10X/40X PLAN PHASE SET D/S",,,
1123421,United-Products-Instruments-L-CU200,L-CU200,United Products & Instruments,"INCUBATOR, LAB GENERAL PURPOSELED TEMP ADJ SHELF DBL DOOR",Incubator Unico® Laboratory/Digital 0.7 cu. ft. / 20 Liter,"INCUBATOR, LAB GENERAL PURPOSELED TEMP ADJ SHELF DBL DOOR",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1123421.jpg,1
1040018,United-Products-Instruments-L-CU100,L-CU100,United Products & Instruments,"INCUBATOR, DOUBLE DOOR 10L CAPACITY D/S",Incubator Unico® Laboratory/Digital 0.35 cu. ft. / 10 Liter,"INCUBATOR, DOUBLE DOOR 10L CAPACITY D/S",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1040018.jpg,
987657,United-Products-Instruments-L-CU300,L-CU300,United Products & Instruments,"INCUBATOR, DIGITAL 150W 30L",Digital Incubator Unico® Laboratory 1.05 cu. ft. / 30 Liter,"INCUBATOR, DIGITAL 150W 30L",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/987657.jpg,
848203,United-Products-Instruments-IP750PL,IP750PL,United Products & Instruments,"MICROSCOPE, BINOCULAR 4/10/40/100 INFINITY PLAN HALOGEN ILLU",IP750 Series Microscope Binocular Head 4X / 10X / 40XR / 100XR Mechanical Stage,"MICROSCOPE, BINOCULAR 4/10/40/100 INFINITY PLAN HALOGEN ILLU",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/848203.jpg,
729569,United-Products-Instruments-IP758,IP758,United Products & Instruments,"MICROSCOPE, TEACHING 4X/10X/40X/100X OBJECTIVE",IP750 Series Teaching Microscope Dual Binocular Head 4X / 10X / 40XR / 100XR Mechanical Stage,"MICROSCOPE, TEACHING 4X/10X/40X/100X OBJECTIVE",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/729569.jpg,
797780,United-Products-Instruments-54901,54901,United Products & Instruments,"CUBE, TUBE 9PLACE 8-13MM",Tube Cube Rack UNICO 9 Place 8 to 16 mm Tube Size Blue 2-2/3 X 2-7/8 X 2-7/8 Inch,"CUBE, TUBE 9PLACE 8-13MM",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/797780.jpg,1
955939,United-Products-Instruments-M220LED,M220LED,United Products & Instruments,MICROSCOPE MONOCULAR COARSE   4X/10X/40X,"M220 Series Microscope Coarse/Fine Focusing Monocular 4X, 10X, 40X Battery/AC Tapped Plain",MICROSCOPE MONOCULAR COARSE   4X/10X/40X,,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/955939.jpg,
1070626,United-Products-Instruments-M220-7003,M220-7003,United Products & Instruments,BULB MICROSCOPE M220-7003,Microscope Replacement Bulb Fluorescent 5 Watts For Unico M220 Line of Microscope,BULB MICROSCOPE M220-7003,,,
848193,United-Products-Instruments-C800-02,C800-02,United Products & Instruments,"SHIELD, TUBE HOLDER PLASTIC F/CENTRIFUGE (2/PK)",Centrifuge Tube Shield Unico® For use with Series FX / VX / LX Centrifuges,"SHIELD, TUBE HOLDER PLASTIC F/CENTRIFUGE (2/PK)",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/848193.jpg,24
848194,United-Products-Instruments-C800-02M,C800-02M,United Products & Instruments,"SHIELD, TUBE HOLDER METAL F/CENTRIFUGE (2/PK)",Tube Shield Unico® For use with FX / VX / LX / DX Series Centrifuge,"SHIELD, TUBE HOLDER METAL F/CENTRIFUGE (2/PK)",,,1
903748,United-Products-Instruments-C800-04,C800-04,United Products & Instruments,ADAPTER PEDI F/CENTRIFUGE2BX,Centrifuge Tube Adapter UNICO® For use with FX / VX / LX / MX / HX / BX / PortaSpin Centrifuges,ADAPTER PEDI F/CENTRIFUGE2BX,,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/903748.jpg,2
949442,United-Products-Instruments-C800-18,C800-18,United Products & Instruments,"CADDY, 18 HOLE FOR CENTRIFUGE TUBES/COUNTER BALANCE TU",Tube Holdster  Unico® For use with Tapped Powerspin FX / LX Centrifuges,"CADDY, 18 HOLE FOR CENTRIFUGE TUBES/COUNTER BALANCE TU",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/949442.jpg,6
1026608,United-Products-Instruments-C800-05,C800-05,United Products & Instruments,"ADAPTER, TUBE LIFT GREINER (12/PK)",Tube Lift Adapter Unico® For use with PowerSpin FX / LX / PX Centrifuges,"ADAPTER, TUBE LIFT GREINER (12/PK)",,,1
771262,United-Products-Instruments-C800-75,C800-75,United Products & Instruments,"TACHOMETER, HND HELD BATTERY CHARGED W/3 AA BATTERY","Unico® Tachometer Handheld, Battery Operated, (3) AA Batteries","TACHOMETER, HND HELD BATTERY CHARGED W/3 AA BATTERY",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/771262.jpg,
1050352,United-Products-Instruments-C881-03,C881-03,United Products & Instruments,"ADAPTER, TU F/BX CENTRIFUGE 20MM (10/PK)",Centrifuge Tube Adapter UNICO® For use with BX Series Centrifuges,"ADAPTER, TU F/BX CENTRIFUGE 20MM (10/PK)",,,
1120590,United-Products-Instruments-S-1100-101,S-1100-101,United Products & Instruments,"MANUAL, F/SPECTROPHOTOMETER EXPERIMENTAL",Unico S1100 Series Experimental Manual 175 Pages For 1100 Series Spectrophotometers,"MANUAL, F/SPECTROPHOTOMETER EXPERIMENTAL",,,
773607,United-Products-Instruments-S-1100-505,S-1100-505,United Products & Instruments,"LAMP, REPL HALOGEN F/SPECTROPHOTOMETER",Spectrophotometer Replacement Bulb UNICO® Halogen 10 Watts For use in Diagnostic and labaortories,"LAMP, REPL HALOGEN F/SPECTROPHOTOMETER",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/773607.jpg,
980842,United-Products-Instruments-SQ4802,SQ4802,United Products & Instruments,"SPECTROPHOTOMETER, DBLBEAM",Spectrophotometer SQ-4802 Series,"SPECTROPHOTOMETER, DBLBEAM",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/980842.jpg,
1091781,Ventyv-10334101,10334101,Ventyv,"GLOVE, EXAM NTRL SM N/S CHEMO (200/BX 10BX/CS)",Exam Glove Ventyv™ Plus 3.5 ELEPHANT Small NonSterile Nitrile Standard Cuff Length Textured Fingertips Violet Chemo Tested,"GLOVE, EXAM NTRL SM N/S CHEMO (200/BX 10BX/CS)",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1091781_pkgleft.jpg,16
1091780,Ventyv-10333101,10333101,Ventyv,"GLOVE, EXAM NTRL XS N/S CHEMO (200/BX 10BX/CS)",Exam Glove Ventyv™ Plus 3.5 ELEPHANT X-Small NonSterile Nitrile Standard Cuff Length Textured Fingertips Violet Chemo Tested,"GLOVE, EXAM NTRL XS N/S CHEMO (200/BX 10BX/CS)",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1091780_pkgleft.jpg,6
1091783,Ventyv-10336101,10336101,Ventyv,"GLOVE, EXAM NTRL LG N/S CHEMO (200/BX 10BX/CS)",Exam Glove Ventyv™ Plus 3.5 ELEPHANT Large NonSterile Nitrile Standard Cuff Length Textured Fingertips Violet Chemo Tested,"GLOVE, EXAM NTRL LG N/S CHEMO (200/BX 10BX/CS)",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1091783_pkgleft.jpg,15
1091782,Ventyv-10335101,10335101,Ventyv,"GLOVE, EXAM NTRL MED N/S CHEMO(200/BX 10BX/CS)",Exam Glove Ventyv™ Plus 3.5 ELEPHANT Medium NonSterile Nitrile Standard Cuff Length Textured Fingertips Violet Chemo Tested,"GLOVE, EXAM NTRL MED N/S CHEMO(200/BX 10BX/CS)",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1091782_pkgleft.jpg,22
1091784,Ventyv-10337101,10337101,Ventyv,"GLOVE, EXAM NTRL XL N/S CHEMO (180/BX 10BX/CS)",Exam Glove Ventyv™ Plus 3.5 ELEPHANT X-Large NonSterile Nitrile Standard Cuff Length Textured Fingertips Violet Chemo Tested,"GLOVE, EXAM NTRL XL N/S CHEMO (180/BX 10BX/CS)",,https://imgcdn.mckesson.com/CumulusWeb/Images/Original_Image/1091784.jpg,5
